"","Compound","RT","Type","Filename","Status","Area"
"3999","LPC (20:4)_3","3.6","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",86336
"4000","LPC (20:5)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",697504
"4001","LPC (20:5)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4002","LPC (20:5)_3","3.39","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",898265
"4003","LPC (21:5)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4004","LPC (22:4)_1","4.45","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",93635
"4005","LPC (22:4)_4.35","4.35","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4006","LPC (22:5)_1","3.64","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",890642
"4007","LPC (22:5)_2","3.85","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",85200
"4008","LPC (22:5)_3","4.04","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4009","LPC (22:6)_1","3.27","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",50231
"4010","LPC (22:6)_2","3.47","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4011","LPE (20:4)_3.44","3.44","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4012","LPE (20:4)_3.51","3.51","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",440184
"4013","LPE (20:4)_3.71","3.71","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",43901
"4014","LPE (20:5)_2.79","2.79","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4015","LPE (20:5)_2.97","2.97","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4016","LPE (20:6)_3.39","3.39","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4017","LPE (20:6)_3.60","3.6","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",465902
"4018","LPS (18:0)","4.76","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",337988
"4019","LPS (22:6)","2.64","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4020","PC (32:0)","12.72,12.72","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",30764829
"4021","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",134312306
"4022","PC (34:1-18:1_16:0)","12.95","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",1587135713
"4023","PC (34:2-18:2_16:0)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",918069235
"4024","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",352776909
"4025","PC (36:0)_nurExactMass","15.07","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",566777
"4026","PC (36:1-18:1_18:0)","14.1","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",122611988
"4027","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",192066684
"4028","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",194505897
"4029","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4030","PC (36:4-18:2_18:2)","11.72","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",26848111
"4031","PC (36:4-20:4_16:0)","12.07","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",128632836
"4032","PC (36:5-20:5_16:0)","11.46","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",69928823
"4033","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",553154
"4034","PC (38:4-18:0_20:4)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",185929
"4035","PC (38:5-20:4_18:1)","12.38","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",8262958
"4036","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",75760410
"4037","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4038","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",3918019
"4039","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",262368
"4040","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",501205
"4041","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",614688
"4042","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",9749562
"4043","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",54545
"4044","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",218446
"4045","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4046","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4047","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",5693032
"4048","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",5569014
"4049","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",12529101
"4050","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",47918202
"4051","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",47918202
"4052","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",7585946
"4053","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",2029863
"4054","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",4696053
"4055","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",78046488
"4056","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",22978897
"4057","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",1062570
"4058","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",651003
"4059","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4060","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",20120613
"4061","PE (40:6-22:5_18:1)","12.48","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",326455
"4062","PI (36:1-18:1_18:0)","12.66","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",3366227
"4063","PI (36:2-18:2_18:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",1381098
"4064","PI (38:4-18:0_20:4)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",5289853
"4065","PI (38:5-18:0_20:5)","11.4","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",2625691
"4066","P-PC (32:0)_nurExactMass","12.25","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",NA
"4067","P-PC (34:0)","13.71","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",84444520
"4068","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",16350002
"4069","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",60357459
"4070","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",22129430
"4071","P-PE (36:0)_nurExactmass","15.31","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",1376379
"4072","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",13756477
"4073","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",103347002
"4074","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",103475218
"4075","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",68718011
"4076","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",34946040
"4077","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",7998339
"4078","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",3697103
"4079","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",16010960
"4080","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",10447498
"4081","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",609139
"4082","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",11292965
"4083","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",45734437
"4084","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",32568958
"4085","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",33315653
"4086","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",387995
"4087","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",978424
"4088","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",2747160
"4089","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",1339055
"4090","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",21314080
"4091","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",1620156
"4092","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_lipids_fisch_fleisch_probe7_3_pos","Processed",2771880
"4093","dCer (15:0)","12.98","Internal Standard","h2o_pos","Processed",NA
"4094","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","h2o_pos","Processed",NA
"4095","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","h2o_pos","Processed",NA
"4096","dDG (33:1)","15.58,15.58","Internal Standard","h2o_pos","Processed",NA
"4097","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","h2o_pos","Processed",NA
"4098","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","h2o_pos","Processed",NA
"4099","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","h2o_pos","Processed",NA
"4100","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","h2o_pos","Processed",NA
"4101","dMG (18:1)","6.98,6.98,6.98","Internal Standard","h2o_pos","Processed",NA
"4102","dPA (33:1)","14.68,14.68,14.68","Internal Standard","h2o_pos","Processed",NA
"4103","dPC (33:1)","12.41,12.41,12.41","Internal Standard","h2o_pos","Processed",NA
"4104","dPE (33:1)","12.71,12.71,12.71","Internal Standard","h2o_pos","Processed",NA
"4105","dPG (33:1)","11.74,11.74,11.74","Internal Standard","h2o_pos","Processed",NA
"4106","dPI (33:1)","11.43,11.43,11.43","Internal Standard","h2o_pos","Processed",NA
"4107","dPS (33:1)","11.52,11.52,11.52","Internal Standard","h2o_pos","Processed",NA
"4108","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","h2o_pos","Processed",NA
"4109","dSM (18:1)","11.93","Internal Standard","h2o_pos","Processed",NA
"4110","dTG (48:1)","19.07,19.07,19.07","Internal Standard","h2o_pos","Processed",344414
"4111","LPC (16:0)_1","4.21","Target Compound","h2o_pos","Processed",NA
"4112","LPC (16:0)_2","3.93","Target Compound","h2o_pos","Processed",NA
"4113","LPC (16:1)_1","2.99","Target Compound","h2o_pos","Processed",NA
"4114","LPC (16:1)_2","3.24","Target Compound","h2o_pos","Processed",NA
"4115","LPC (18:0)","5.67","Target Compound","h2o_pos","Processed",NA
"4116","LPC (18:1)_1","4.33","Target Compound","h2o_pos","Processed",NA
"4117","LPC (18:1)_2","4.59","Target Compound","h2o_pos","Processed",NA
"4118","LPC (18:2)_1","3.39","Target Compound","h2o_pos","Processed",NA
"4119","LPC (18:2)_2","3.64","Target Compound","h2o_pos","Processed",NA
"4120","LPC (18:3)_1","2.68","Target Compound","h2o_pos","Processed",NA
"4121","LPC (18:3)_2","2.89","Target Compound","h2o_pos","Processed",NA
"4122","LPC (18:4)","2.22","Target Compound","h2o_pos","Processed",NA
"4123","LPC (20:1)_1","5.7","Target Compound","h2o_pos","Processed",NA
"4124","LPC (20:1)_2","6","Target Compound","h2o_pos","Processed",NA
"4125","LPC (20:2)_1","4.67","Target Compound","h2o_pos","Processed",NA
"4126","LPC (20:2)_2","4.95","Target Compound","h2o_pos","Processed",NA
"4127","LPC (20:3)_1","3.87","Target Compound","h2o_pos","Processed",NA
"4128","LPC (20:3)_2","4.11","Target Compound","h2o_pos","Processed",NA
"4129","LPC (20:4)_1","3.12","Target Compound","h2o_pos","Processed",NA
"4130","LPC (20:4)_2","3.39","Target Compound","h2o_pos","Processed",NA
"4131","LPC (20:4)_3","3.6","Target Compound","h2o_pos","Processed",NA
"4132","LPC (20:5)_1","2.68","Target Compound","h2o_pos","Processed",NA
"4133","LPC (20:5)_2","2.89","Target Compound","h2o_pos","Processed",NA
"4134","LPC (20:5)_3","3.39","Target Compound","h2o_pos","Processed",NA
"4135","LPC (21:5)_1","3.12","Target Compound","h2o_pos","Processed",NA
"4136","LPC (22:4)_1","4.45","Target Compound","h2o_pos","Processed",NA
"4137","LPC (22:4)_4.35","4.35","Target Compound","h2o_pos","Processed",NA
"4138","LPC (22:5)_1","3.64","Target Compound","h2o_pos","Processed",NA
"4139","LPC (22:5)_2","3.85","Target Compound","h2o_pos","Processed",NA
"4140","LPC (22:5)_3","4.04","Target Compound","h2o_pos","Processed",NA
"4141","LPC (22:6)_1","3.27","Target Compound","h2o_pos","Processed",NA
"4142","LPC (22:6)_2","3.47","Target Compound","h2o_pos","Processed",NA
"4143","LPE (20:4)_3.44","3.44","Target Compound","h2o_pos","Processed",NA
"4144","LPE (20:4)_3.51","3.51","Target Compound","h2o_pos","Processed",NA
"4145","LPE (20:4)_3.71","3.71","Target Compound","h2o_pos","Processed",NA
"4146","LPE (20:5)_2.79","2.79","Target Compound","h2o_pos","Processed",NA
"4147","LPE (20:5)_2.97","2.97","Target Compound","h2o_pos","Processed",NA
"4148","LPE (20:6)_3.39","3.39","Target Compound","h2o_pos","Processed",NA
"4149","LPE (20:6)_3.60","3.6","Target Compound","h2o_pos","Processed",NA
"4150","LPS (18:0)","4.76","Target Compound","h2o_pos","Processed",NA
"4151","LPS (22:6)","2.64","Target Compound","h2o_pos","Processed",NA
"4152","PC (32:0)","12.72,12.72","Target Compound","h2o_pos","Processed",NA
"4153","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","h2o_pos","Processed",NA
"4154","PC (34:1-18:1_16:0)","12.95","Target Compound","h2o_pos","Processed",NA
"4155","PC (34:2-18:2_16:0)","12.15","Target Compound","h2o_pos","Processed",NA
"4156","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","h2o_pos","Processed",NA
"4157","PC (36:0)_nurExactMass","15.07","Target Compound","h2o_pos","Processed",NA
"4158","PC (36:1-18:1_18:0)","14.1","Target Compound","h2o_pos","Processed",NA
"4159","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","h2o_pos","Processed",NA
"4160","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","h2o_pos","Processed",NA
"4161","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","h2o_pos","Processed",NA
"4162","PC (36:4-18:2_18:2)","11.72","Target Compound","h2o_pos","Processed",NA
"4163","PC (36:4-20:4_16:0)","12.07","Target Compound","h2o_pos","Processed",NA
"4164","PC (36:5-20:5_16:0)","11.46","Target Compound","h2o_pos","Processed",NA
"4165","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","h2o_pos","Processed",NA
"4166","PC (38:4-18:0_20:4)","13.19","Target Compound","h2o_pos","Processed",NA
"4167","PC (38:5-20:4_18:1)","12.38","Target Compound","h2o_pos","Processed",NA
"4168","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","h2o_pos","Processed",NA
"4169","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","h2o_pos","Processed",NA
"4170","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","h2o_pos","Processed",NA
"4171","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","h2o_pos","Processed",NA
"4172","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","h2o_pos","Processed",NA
"4173","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","h2o_pos","Processed",NA
"4174","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","h2o_pos","Processed",NA
"4175","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","h2o_pos","Processed",NA
"4176","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","h2o_pos","Processed",NA
"4177","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","h2o_pos","Processed",NA
"4178","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","h2o_pos","Processed",NA
"4179","PE (34:1-18:1_16:0)","13.26","Target Compound","h2o_pos","Processed",NA
"4180","PE (34:2-18:2_16:0)","12.41","Target Compound","h2o_pos","Processed",NA
"4181","PE (36:1-18:1_18:0)","14.45","Target Compound","h2o_pos","Processed",NA
"4182","PE (36:2-18:1_18:1)","13.48","Target Compound","h2o_pos","Processed",NA
"4183","PE (36:2-18:2_18:0)","13.51","Target Compound","h2o_pos","Processed",NA
"4184","PE (36:3-18:2_18:1)","12.62","Target Compound","h2o_pos","Processed",NA
"4185","PE (36:4-20:4_16:0)","12.33","Target Compound","h2o_pos","Processed",NA
"4186","PE (38:3-20:3_18:0)","13.82","Target Compound","h2o_pos","Processed",NA
"4187","PE (38:4-20:4_18:0)","13.38","Target Compound","h2o_pos","Processed",NA
"4188","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","h2o_pos","Processed",NA
"4189","PE (38:5-22:5_16:0)","12.31","Target Compound","h2o_pos","Processed",NA
"4190","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","h2o_pos","Processed",NA
"4191","PE (38:6-22:6_16:0)","12.03","Target Compound","h2o_pos","Processed",NA
"4192","PE (40:5-22:5_18:0)","13.33","Target Compound","h2o_pos","Processed",NA
"4193","PE (40:6-22:5_18:1)","12.48","Target Compound","h2o_pos","Processed",NA
"4194","PI (36:1-18:1_18:0)","12.66","Target Compound","h2o_pos","Processed",NA
"4195","PI (36:2-18:2_18:0)","12.03","Target Compound","h2o_pos","Processed",NA
"4196","PI (38:4-18:0_20:4)","11.98","Target Compound","h2o_pos","Processed",NA
"4197","PI (38:5-18:0_20:5)","11.4","Target Compound","h2o_pos","Processed",NA
"4198","P-PC (32:0)_nurExactMass","12.25","Target Compound","h2o_pos","Processed",NA
"4199","P-PC (34:0)","13.71","Target Compound","h2o_pos","Processed",NA
"4200","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","h2o_pos","Processed",NA
"4201","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","h2o_pos","Processed",NA
"4202","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","h2o_pos","Processed",NA
"4203","P-PE (36:0)_nurExactmass","15.31","Target Compound","h2o_pos","Processed",NA
"4204","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","h2o_pos","Processed",NA
"4205","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","h2o_pos","Processed",NA
"4206","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","h2o_pos","Processed",NA
"4207","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","h2o_pos","Processed",NA
"4208","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","h2o_pos","Processed",NA
"4209","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","h2o_pos","Processed",NA
"4210","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","h2o_pos","Processed",NA
"4211","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","h2o_pos","Processed",NA
"4212","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","h2o_pos","Processed",NA
"4213","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","h2o_pos","Processed",NA
"4214","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","h2o_pos","Processed",NA
"4215","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","h2o_pos","Processed",NA
"4216","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","h2o_pos","Processed",NA
"4217","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","h2o_pos","Processed",NA
"4218","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","h2o_pos","Processed",NA
"4219","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","h2o_pos","Processed",NA
"4220","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","h2o_pos","Processed",NA
"4221","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","h2o_pos","Processed",NA
"4222","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","h2o_pos","Processed",NA
"4223","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","h2o_pos","Processed",NA
"4224","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","h2o_pos","Processed",NA
"4225","dCer (15:0)","12.98","Internal Standard","h2o_pos_190729135013","Processed",NA
"4226","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","h2o_pos_190729135013","Processed",NA
"4227","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","h2o_pos_190729135013","Processed",NA
"4228","dDG (33:1)","15.58,15.58","Internal Standard","h2o_pos_190729135013","Processed",185339
"4229","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","h2o_pos_190729135013","Processed",NA
"4230","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","h2o_pos_190729135013","Processed",NA
"4231","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","h2o_pos_190729135013","Processed",NA
"4232","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","h2o_pos_190729135013","Processed",NA
"4233","dMG (18:1)","6.98,6.98,6.98","Internal Standard","h2o_pos_190729135013","Processed",297727
"4234","dPA (33:1)","14.68,14.68,14.68","Internal Standard","h2o_pos_190729135013","Processed",NA
"4235","dPC (33:1)","12.41,12.41,12.41","Internal Standard","h2o_pos_190729135013","Processed",NA
"4236","dPE (33:1)","12.71,12.71,12.71","Internal Standard","h2o_pos_190729135013","Processed",NA
"4237","dPG (33:1)","11.74,11.74,11.74","Internal Standard","h2o_pos_190729135013","Processed",NA
"4238","dPI (33:1)","11.43,11.43,11.43","Internal Standard","h2o_pos_190729135013","Processed",NA
"4239","dPS (33:1)","11.52,11.52,11.52","Internal Standard","h2o_pos_190729135013","Processed",NA
"4240","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","h2o_pos_190729135013","Processed",NA
"4241","dSM (18:1)","11.93","Internal Standard","h2o_pos_190729135013","Processed",NA
"4242","dTG (48:1)","19.07,19.07,19.07","Internal Standard","h2o_pos_190729135013","Processed",173970
"4243","LPC (16:0)_1","4.21","Target Compound","h2o_pos_190729135013","Processed",39932
"4244","LPC (16:0)_2","3.93","Target Compound","h2o_pos_190729135013","Processed",NA
"4245","LPC (16:1)_1","2.99","Target Compound","h2o_pos_190729135013","Processed",NA
"4246","LPC (16:1)_2","3.24","Target Compound","h2o_pos_190729135013","Processed",NA
"4247","LPC (18:0)","5.67","Target Compound","h2o_pos_190729135013","Processed",NA
"4248","LPC (18:1)_1","4.33","Target Compound","h2o_pos_190729135013","Processed",NA
"4249","LPC (18:1)_2","4.59","Target Compound","h2o_pos_190729135013","Processed",NA
"4250","LPC (18:2)_1","3.39","Target Compound","h2o_pos_190729135013","Processed",NA
"4251","LPC (18:2)_2","3.64","Target Compound","h2o_pos_190729135013","Processed",NA
"4252","LPC (18:3)_1","2.68","Target Compound","h2o_pos_190729135013","Processed",NA
"4253","LPC (18:3)_2","2.89","Target Compound","h2o_pos_190729135013","Processed",NA
"4254","LPC (18:4)","2.22","Target Compound","h2o_pos_190729135013","Processed",NA
"4255","LPC (20:1)_1","5.7","Target Compound","h2o_pos_190729135013","Processed",NA
"4256","LPC (20:1)_2","6","Target Compound","h2o_pos_190729135013","Processed",NA
"4257","LPC (20:2)_1","4.67","Target Compound","h2o_pos_190729135013","Processed",NA
"4258","LPC (20:2)_2","4.95","Target Compound","h2o_pos_190729135013","Processed",NA
"4259","LPC (20:3)_1","3.87","Target Compound","h2o_pos_190729135013","Processed",NA
"4260","LPC (20:3)_2","4.11","Target Compound","h2o_pos_190729135013","Processed",NA
"4261","LPC (20:4)_1","3.12","Target Compound","h2o_pos_190729135013","Processed",NA
"4262","LPC (20:4)_2","3.39","Target Compound","h2o_pos_190729135013","Processed",NA
"4263","LPC (20:4)_3","3.6","Target Compound","h2o_pos_190729135013","Processed",NA
"4264","LPC (20:5)_1","2.68","Target Compound","h2o_pos_190729135013","Processed",NA
"4265","LPC (20:5)_2","2.89","Target Compound","h2o_pos_190729135013","Processed",NA
"4266","LPC (20:5)_3","3.39","Target Compound","h2o_pos_190729135013","Processed",NA
"4267","LPC (21:5)_1","3.12","Target Compound","h2o_pos_190729135013","Processed",NA
