"","Compound","RT","Type","Filename","Status","Area"
"774","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",59850139
"775","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",17488708
"776","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",28738873
"777","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",1519783
"778","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",1566442
"779","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",10112251
"780","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",5874095
"781","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",553270
"782","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",5422241
"783","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",44575936
"784","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",23840678
"785","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",26661612
"786","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",NA
"787","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",969520
"788","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",3283232
"789","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",1559584
"790","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",17567409
"791","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",1505761
"792","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos","Processed",4378255
"793","dCer (15:0)","12.98","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",219955079
"794","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",47940
"795","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"796","dDG (33:1)","15.58,15.58","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",121980400
"797","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",48499426
"798","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",521367977
"799","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",7303484
"800","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",97848459
"801","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",38110350
"802","dPA (33:1)","14.68,14.68,14.68","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"803","dPC (33:1)","12.41,12.41,12.41","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",463352384
"804","dPE (33:1)","12.71,12.71,12.71","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",108939637
"805","dPG (33:1)","11.74,11.74,11.74","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",47400902
"806","dPI (33:1)","11.43,11.43,11.43","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",28092439
"807","dPS (33:1)","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",54296918
"808","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",94795
"809","dSM (18:1)","11.93","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",245870327
"810","dTG (48:1)","19.07,19.07,19.07","Internal Standard","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",306841314
"811","LPC (16:0)_1","4.21","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",12817271
"812","LPC (16:0)_2","3.93","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",127518
"813","LPC (16:1)_1","2.99","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",169326
"814","LPC (16:1)_2","3.24","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"815","LPC (18:0)","5.67","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1938893
"816","LPC (18:1)_1","4.33","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",5676505
"817","LPC (18:1)_2","4.59","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1689635
"818","LPC (18:2)_1","3.39","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",8413712
"819","LPC (18:2)_2","3.64","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",643652
"820","LPC (18:3)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",387346
"821","LPC (18:3)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"822","LPC (18:4)","2.22","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"823","LPC (20:1)_1","5.7","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"824","LPC (20:1)_2","6","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"825","LPC (20:2)_1","4.67","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",191049
"826","LPC (20:2)_2","4.95","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"827","LPC (20:3)_1","3.87","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",331111
"828","LPC (20:3)_2","4.11","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",23344
"829","LPC (20:4)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"830","LPC (20:4)_2","3.39","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",902185
"831","LPC (20:4)_3","3.6","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"832","LPC (20:5)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",142453
"833","LPC (20:5)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"834","LPC (20:5)_3","3.39","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",593797
"835","LPC (21:5)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"836","LPC (22:4)_1","4.45","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",59765
"837","LPC (22:4)_4.35","4.35","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"838","LPC (22:5)_1","3.64","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",305426
"839","LPC (22:5)_2","3.85","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"840","LPC (22:5)_3","4.04","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"841","LPC (22:6)_1","3.27","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",67625
"842","LPC (22:6)_2","3.47","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",37167
"843","LPE (20:4)_3.44","3.44","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"844","LPE (20:4)_3.51","3.51","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",279457
"845","LPE (20:4)_3.71","3.71","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"846","LPE (20:5)_2.79","2.79","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"847","LPE (20:5)_2.97","2.97","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"848","LPE (20:6)_3.39","3.39","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"849","LPE (20:6)_3.60","3.6","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",234493
"850","LPS (18:0)","4.76","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",120154
"851","LPS (22:6)","2.64","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"852","PC (32:0)","12.72,12.72","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",20482717
"853","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",76660059
"854","PC (34:1-18:1_16:0)","12.95","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1283085819
"855","PC (34:2-18:2_16:0)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1450927866
"856","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",204490375
"857","PC (36:0)_nurExactMass","15.07","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",286935
"858","PC (36:1-18:1_18:0)","14.1","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",118515530
"859","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",392617281
"860","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",346025937
"861","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"862","PC (36:4-18:2_18:2)","11.72","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",19522108
"863","PC (36:4-20:4_16:0)","12.07","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",136599759
"864","PC (36:5-20:5_16:0)","11.46","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",49864306
"865","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1154561
"866","PC (38:4-18:0_20:4)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"867","PC (38:5-20:4_18:1)","12.38","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",6305635
"868","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",47636968
"869","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",925272
"870","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",5993796
"871","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",275237
"872","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",20959
"873","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1208971
"874","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",13615279
"875","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",63675
"876","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",18276
"877","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",79852
"878","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",29832
"879","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",2587015
"880","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",6893075
"881","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",5808309
"882","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",60506711
"883","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",60523726
"884","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",17412572
"885","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1595020
"886","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"887","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",55256063
"888","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",10858366
"889","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",812093
"890","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",508038
"891","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",97956
"892","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",6077422
"893","PE (40:6-22:5_18:1)","12.48","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",407032
"894","PI (36:1-18:1_18:0)","12.66","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",943998
"895","PI (36:2-18:2_18:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",2308661
"896","PI (38:4-18:0_20:4)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",3505862
"897","PI (38:5-18:0_20:5)","11.4","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1510730
"898","P-PC (32:0)_nurExactMass","12.25","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"899","P-PC (34:0)","13.71","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",22941102
"900","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",6586198
"901","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",34605619
"902","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",3756445
"903","P-PE (36:0)_nurExactmass","15.31","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",71551
"904","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",7009983
"905","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",57245666
"906","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",57245499
"907","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",17059252
"908","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",28510654
"909","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1414234
"910","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1471180
"911","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",10855505
"912","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",5505411
"913","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",578608
"914","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",4041505
"915","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",45421723
"916","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",23884742
"917","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",27298563
"918","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",NA
"919","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1051360
"920","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",3031325
"921","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1684767
"922","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",17866624
"923","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",1309477
"924","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_lipids_fisch_fleisch_probe1_3_pos2","Processed",4062197
"925","dCer (15:0)","12.98","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",230447107
"926","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",62577
"927","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"928","dDG (33:1)","15.58,15.58","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",150688975
"929","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",77387823
"930","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",724865511
"931","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",9983356
"932","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",128258256
"933","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",54642995
"934","dPA (33:1)","14.68,14.68,14.68","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"935","dPC (33:1)","12.41,12.41,12.41","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",507838916
"936","dPE (33:1)","12.71,12.71,12.71","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",115746801
"937","dPG (33:1)","11.74,11.74,11.74","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",37133805
"938","dPI (33:1)","11.43,11.43,11.43","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",27861561
"939","dPS (33:1)","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",66470018
"940","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",294093
"941","dSM (18:1)","11.93","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",270531942
"942","dTG (48:1)","19.07,19.07,19.07","Internal Standard","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",314692257
"943","LPC (16:0)_1","4.21","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",27082849
"944","LPC (16:0)_2","3.93","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",212665
"945","LPC (16:1)_1","2.99","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",473078
"946","LPC (16:1)_2","3.24","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"947","LPC (18:0)","5.67","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",3787708
"948","LPC (18:1)_1","4.33","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",7655033
"949","LPC (18:1)_2","4.59","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",2085168
"950","LPC (18:2)_1","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",7240446
"951","LPC (18:2)_2","3.64","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",823043
"952","LPC (18:3)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",2318210
"953","LPC (18:3)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",381831
"954","LPC (18:4)","2.22","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",15171
"955","LPC (20:1)_1","5.7","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"956","LPC (20:1)_2","6","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"957","LPC (20:2)_1","4.67","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",62237
"958","LPC (20:2)_2","4.95","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"959","LPC (20:3)_1","3.87","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",555009
"960","LPC (20:3)_2","4.11","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",32886
"961","LPC (20:4)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",244475
"962","LPC (20:4)_2","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",1070543
"963","LPC (20:4)_3","3.6","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",102390
"964","LPC (20:5)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",543743
"965","LPC (20:5)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"966","LPC (20:5)_3","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",690253
"967","LPC (21:5)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"968","LPC (22:4)_1","4.45","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",60488
"969","LPC (22:4)_4.35","4.35","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"970","LPC (22:5)_1","3.64","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",637910
"971","LPC (22:5)_2","3.85","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",62888
"972","LPC (22:5)_3","4.04","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"973","LPC (22:6)_1","3.27","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",51236
"974","LPC (22:6)_2","3.47","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"975","LPE (20:4)_3.44","3.44","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"976","LPE (20:4)_3.51","3.51","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",286851
"977","LPE (20:4)_3.71","3.71","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",28288
"978","LPE (20:5)_2.79","2.79","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"979","LPE (20:5)_2.97","2.97","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"980","LPE (20:6)_3.39","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"981","LPE (20:6)_3.60","3.6","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",286851
"982","LPS (18:0)","4.76","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",307998
"983","LPS (22:6)","2.64","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"984","PC (32:0)","12.72,12.72","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",32970109
"985","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",142787294
"986","PC (34:1-18:1_16:0)","12.95","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",1497078507
"987","PC (34:2-18:2_16:0)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",891381697
"988","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",361937950
"989","PC (36:0)_nurExactMass","15.07","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",628193
"990","PC (36:1-18:1_18:0)","14.1","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",122648434
"991","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",190160943
"992","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",193005308
"993","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"994","PC (36:4-18:2_18:2)","11.72","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",24325998
"995","PC (36:4-20:4_16:0)","12.07","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",122300216
"996","PC (36:5-20:5_16:0)","11.46","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",72794052
