Compound,RT,Type,Filename,Status,Group,Area,RT Delta,m/z (Delta),Group Average,Batch Order,Peak Label,Sample Type,Level,Sample ID,Sample Name,Comments,Height,Actual RT,Formula,Adduct,Calculated Amt,Theoretical Amt,Sample Amt,Std Add Amount,m/z (Expected),m/z (Apex),Response Ratio,ISTD Amt,ISTD Response,Integration Mode,Active,Excluded,%Diff,%RSD,% CV,Channel,Final Units,PK,IR,IP,LS,FI,Confirm,Isotopic Pattern Score (%),Num Isotopes Matched,Lib Match Name,Library Score (%),Library Match Rank,SI/Dot Product,RSI/Rev Dot,Modification,Protein Name,Peptide Sequence,Ion Type,S/N,Ion Ratio,Relative RT,Flag Details
P-PE (40:4-P18:0_22:4),14.91,Target Compound,190731_lipids_fisch_fleisch_probe3_2_pos,Processed,fleisch,3666357,0.00,-2.8419 (ppm),2133244.99,12,T1,Unknown,,1,,,695386,14.91,,M+H,N/A,N/A,N/A,N/A,780.5902,780.588,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,503.04,N/A,0.00,
P-PE (40:5-P18:0_22:5),13.98,Target Compound,190731_lipids_fisch_fleisch_probe3_2_pos,Processed,fleisch,23110258,-0.01,-3.9930 (ppm),20645057.99,12,T1,Unknown,,1,,,4559194,13.97,,M+H,N/A,N/A,N/A,N/A,778.5745,778.5714,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,786.64,N/A,0.00,
P-PE (40:6-P18:0_22:6),13.6,Target Compound,190731_lipids_fisch_fleisch_probe3_2_pos,Processed,fleisch,2335140,-0.02,-3.2638 (ppm),1743055.71,12,T1,Unknown,,1,,,483829,13.58,,M+H,N/A,N/A,N/A,N/A,776.5589,776.5563,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PE (40:6-P18:1_22:5),13.09,Target Compound,190731_lipids_fisch_fleisch_probe3_2_pos,Processed,fleisch,5823065,-0.07,-4.2070 (ppm),4581941.18,12,T1,Unknown,,1,,,927785,13.02,,M+H,N/A,N/A,N/A,N/A,776.5589,776.5556,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,571.06,N/A,0.00,
dCer (15:0),12.98,Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,1200248,0.04,-2.8547 (ppm),168392858.21,13,T1,Unknown,,1,,,300687,13.02,C33H58 D7NO3,M+H,1,1,1,N/A,531.5477,531.5461,N/A,N/A,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,,0.013:Peak area 1.200.248 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.013:Apex Retention Time 0.013 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dCholEster (33:1)_19.11,"19.11,19.11,19.11",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,17919,"-0.33,N/A,N/A",N/A,96983.29,13,,Unknown,,1,,,8412,"18.78, 0.00, 0.00",C36H61D7O5,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,0.019:Peak area 17.919 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.019:Apex Retention Time 0.019 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dCholesterol (33:1)_11.21,"11.21,11.21,11.21",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,"N/A,N/A,N/A",N/F,1.00,13,,Unknown,,1,,,N/F,N/F,,N/A,N/F,1,N/F,N/A,<multiple>,N/F,N/F,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,,Internal Standard Compound has peaks that are not found.
dDG (33:1),"15.58,15.58",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,1914721,"-0.34,0.17",N/A,107232377.06,13,,Unknown,,1,,,350517,"15.24, 15.75",C26H45D7NO7P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.015:Peak area 1.760.667 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.016:Peak area 154.054 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.015:Apex Retention Time 0.015 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.016:Apex Retention Time 0.016 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPC (18:1)_1,"4.28,4.28,4.28",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,268209,"0.00,0.28,N/A",N/A,52461263.66,13,,Unknown,,1,,,66459,"4.28, 4.56, 0.00",C23H39D7NO7P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.004:Peak area 165.068 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.005:Peak area 103.141 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.004:Apex Retention Time 0.004 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.005:Apex Retention Time 0.005 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPC (18:1)_2,"4.55,4.55,4.55",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,1401636,"0.01,0.01,N/A",N/A,494530275.11,13,,Unknown,,1,,,311542,"4.56, 4.56, 0.00",C41H73D7NO8P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.005:Peak area 1.298.495 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.005:Peak area 103.141 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.005:Apex Retention Time 0.005 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPE (18:1)_1,"4.44,4.44,4.44",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,36831,"0.02,0.27,N/A",N/A,6871300.12,13,,Unknown,,1,,,13368,"4.46, 4.71, 0.00",C42H72D7O13P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.004:Peak area 19.212 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.005:Peak area 17.619 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.004:Apex Retention Time 0.004 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.005:Apex Retention Time 0.005 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPE (18:1)_2,"4.69,4.69,4.69",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,300418,"0.00,0.02,N/A",N/A,91592129.91,13,,Unknown,,1,,,74205,"4.69, 4.71, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.005:Peak area 282.799 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.005:Peak area 17.619 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.005:Apex Retention Time 0.005 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dMG (18:1),"6.98,6.98,6.98",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,257383,"0.02,N/A,N/A",N/A,40201540.27,13,,Unknown,,1,,,66070,"7.00, 0.00, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,0.007:Peak area 257.383 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.007:Apex Retention Time 0.007 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dPA (33:1),"14.68,14.68,14.68",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,"N/A,N/A,N/A",N/F,1.00,13,,Unknown,,1,,,N/F,N/F,,N/A,N/F,1,N/F,N/A,<multiple>,N/F,N/F,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,,Internal Standard Compound has peaks that are not found.
dPC (33:1),"12.41,12.41,12.41",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,2597489,"0.04,0.04,N/A",N/A,360725867.45,13,,Unknown,,1,,,610905,"12.45, 12.45, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 2.335.849 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 261.640 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPE (33:1),"12.71,12.71,12.71",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,622262,"0.04,N/A,N/A",N/A,85117900.57,13,,Unknown,,1,,,149893,"12.75, 0.00, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,0.013:Peak area 622.262 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.013:Apex Retention Time 0.013 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dPG (33:1),"11.74,11.74,11.74",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,177353,"0.00,0.06,-0.17",N/A,44163416.98,13,,Unknown,,1,,,57020,"11.74, 11.80, 11.57",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 43.562 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 110.567 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 23.224 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPI (33:1),"11.43,11.43,11.43",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,265497,"-0.01,0.05,0.07",N/A,16356006.75,13,,Unknown,,1,,,67673,"11.42, 11.48, 11.50",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.011:Peak area 163.671 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 47.322 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 54.504 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.011:Apex Retention Time 0.011 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPS (33:1),"11.52,11.52,11.52",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,208422,"N/A,0.04,0.04",N/A,42059083.57,13,,Unknown,,1,,,52464,"0.00, 11.56, 11.56",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 170.518 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 37.905 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPS (33:1)-h2o,"11.52,11.52,11.52",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,59840,"0.01,-0.06,N/A",N/A,204578.64,13,,Unknown,,1,,,24959,"11.53, 11.46, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 37.181 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 22.659 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.011:Apex Retention Time 0.011 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dSM (18:1),11.93,Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,1077734,0.03,-3.1102 (ppm),192860033.11,13,T1,Unknown,,1,,,220778,11.96,,M+H,1,1,1,N/A,738.6475,738.6452,N/A,N/A,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,,0.012:Peak area 1.077.734 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dTG (48:1),"19.07,19.07,19.07",Internal Standard,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,21046720,"0.01,-0.03,N/A",N/A,250018447.04,13,,Unknown,,1,,,7838719,"19.08, 19.04, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.019:Peak area 1.547.037 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.019:Peak area 19.499.683 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.019:Apex Retention Time 0.019 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
LPC (16:0)_1,4.21,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,20919477,-0.03,-3.3172 (ppm),25686115.15,13,T1,Unknown,,1,,,4958883,4.18,,M+H,N/A,N/A,N/A,N/A,496.3403,496.3387,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,7984.84,N/A,0.00,
LPC (16:0)_2,3.93,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,179652,-0.02,-3.4401 (ppm),201230.01,13,T1,Unknown,,1,,,48148,3.91,,M+H,N/A,N/A,N/A,N/A,496.3403,496.3386,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,122.70,N/A,0.00,
LPC (16:1)_1,2.99,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,363344,0.00,-1.9418 (ppm),404917.64,13,T1,Unknown,,1,,,74743,2.99,,M+H,N/A,N/A,N/A,N/A,494.3241,494.3231,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (16:1)_2,3.24,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,N/F,N/F,1.00,13,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,492.3084,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (18:0),5.67,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,6141815,0.02,-1.8572 (ppm),4373036.93,13,T1,Unknown,,1,,,1320787,5.69,,M+H,N/A,N/A,N/A,N/A,524.371,524.3701,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,4892.79,N/A,0.00,
LPC (18:1)_1,4.33,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,8177319,-0.01,-2.0502 (ppm),8720410.52,13,T1,Unknown,,1,,,1929050,4.32,,M+H,N/A,N/A,N/A,N/A,522.3554,522.3543,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,2767.96,N/A,0.00,
LPC (18:1)_2,4.59,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,1891753,0.00,-1.5828 (ppm),2235648.33,13,T1,Unknown,,1,,,384029,4.59,,M+H,N/A,N/A,N/A,N/A,522.3554,522.3546,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,357.37,N/A,0.00,
LPC (18:2)_1,3.39,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,10111492,0.00,-2.1274 (ppm),10259030.55,13,T1,Unknown,,1,,,2313305,3.39,,M+H,N/A,N/A,N/A,N/A,520.3397,520.3386,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,1881.91,N/A,0.00,
LPC (18:2)_2,3.64,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,1370499,-0.01,-1.6582 (ppm),1145013.50,13,T1,Unknown,,1,,,239642,3.63,,M+H,N/A,N/A,N/A,N/A,520.3397,520.3389,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,186.83,N/A,0.00,
LPC (18:3)_1,2.68,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,853218,-0.01,-1.8519 (ppm),1617837.59,13,T1,Unknown,,1,,,237304,2.67,,M+H,N/A,N/A,N/A,N/A,518.3241,518.3231,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (18:3)_2,2.89,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,209482,-0.03,-1.9697 (ppm),212911.94,13,T1,Unknown,,1,,,27873,2.86,,M+H,N/A,N/A,N/A,N/A,518.3241,518.3231,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,3655.45,N/A,0.00,
LPC (18:4),2.22,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,N/F,N/F,9208.29,13,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,516.3084,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:1)_1,5.7,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,N/F,N/F,1.00,13,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,550.3867,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:1)_2,6,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,N/F,N/F,1.00,13,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,550.3867,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:2)_1,4.67,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,86456,0.00,-1.2194 (ppm),129610.83,13,T1,Unknown,,1,,,14906,4.67,,M+H,N/A,N/A,N/A,N/A,548.371,548.3704,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:2)_2,4.95,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,N/F,N/F,2446.73,13,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,548.371,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:3)_1,3.87,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,309249,0.03,-1.9601 (ppm),529115.78,13,T1,Unknown,,1,,,74586,3.9,,M+H,N/A,N/A,N/A,N/A,546.3554,546.3543,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:3)_2,4.11,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,36978,0.00,-2.0718 (ppm),50280.09,13,T1,Unknown,,1,,,8777,4.11,,M+H,N/A,N/A,N/A,N/A,546.3554,546.3542,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:4)_1,3.12,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,49895,0.00,-2.1457 (ppm),135032.01,13,T1,Unknown,,1,,,14376,3.12,,M+H,N/A,N/A,N/A,N/A,544.3397,544.3386,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,116.15,N/A,0.00,
LPC (20:4)_2,3.39,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,810823,0.02,-2.0336 (ppm),1186269.98,13,T1,Unknown,,1,,,193851,3.41,,M+H,N/A,N/A,N/A,N/A,544.3397,544.3386,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,249.69,N/A,0.00,
LPC (20:4)_3,3.6,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,100962,0.01,-1.8093 (ppm),70908.69,13,T1,Unknown,,1,,,23120,3.61,,M+H,N/A,N/A,N/A,N/A,544.3397,544.3387,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,37.71,N/A,0.00,
LPC (20:5)_1,2.68,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,170283,-0.01,-1.8825 (ppm),395361.13,13,T1,Unknown,,1,,,46057,2.67,,M+H,N/A,N/A,N/A,N/A,542.3241,542.3231,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:5)_2,2.89,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,N/F,N/F,N/F,8420.65,13,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,542.3241,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:5)_3,3.39,Target Compound,190731_lipids_fisch_fleisch_probe3_3_AS_pos,Processed,fleisch,943196,0.02,-6.2717 (ppm),941868.00,13,T1,Unknown,,1,,,228010,3.41,,M+H,N/A,N/A,N/A,N/A,542.3241,542.3207,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,72245.61,N/A,0.00,
